"logFC" "logCPM" "PValue" "FDR"
"RPS7" -0.67596770388928 2.80341692741528 0.161102822291226 0.635699507828247
"POLR3A" -0.698758596820744 0.931622528835885 0.161122580063103 0.635699507828247
"ACKR2" 0.69007554470052 4.10113783175097 0.161269963195837 0.636028726082069
"MIA" -0.665827892181876 5.86509312827316 0.161284888064179 0.636028726082069
"C5orf51" -0.669908484459778 2.72441831550731 0.161309582223951 0.636028726082069
"POU2F3" -0.67411160587703 1.28334630285762 0.161333031662073 0.636028726082069
"AP1B1" 0.658844626134228 5.64128169446984 0.161383464728337 0.636036658183194
"RP11-49P4.7" -0.680032857678608 3.21278086572394 0.161398548926423 0.636036658183194
"SCNN1G" -0.675277019568128 2.29540928384995 0.161521066329909 0.636394272158616
"WRN" -0.69518387307421 4.06361197924951 0.161608851779787 0.636532590512925
"AC087651.1" -0.662572062213442 5.11288637542847 0.161619727190292 0.636532590512925
"PROK2" -0.67603309184191 4.57827701245819 0.161702954315882 0.636735183389314
"BRPF3" 0.66369173676959 4.19065268888855 0.161819362215186 0.637068326362496
"CTPS2" -0.661347396042653 5.14975578440024 0.161858558990019 0.637097424863247
"C16orf74" -0.657396038032458 7.68891888920621 0.161953080442464 0.637344234644991
"STK33" 0.670599912913022 3.04820982864824 0.1620258490741 0.637505359026378
"KLC3" -0.669289952782344 6.39233938072649 0.162172485576091 0.637882187762271
"CRTC3" -0.65679664134563 5.04136455004069 0.162233623410129 0.637882187762271
"RNF165" -0.672109934644374 5.36031942810408 0.162242005476691 0.637882187762271
"GRIA2" -0.664586902590498 4.57924768473552 0.162262929573372 0.637882187762271
"CTU2" -0.668463096854981 2.81685879169343 0.162280846130325 0.637882187762271
"TRMT10C" -0.666932294696598 4.04762166901726 0.162335937690261 0.637908195987573
"OR5M1" -0.662275985226013 4.0700014516821 0.162367027984742 0.637908195987573
"PLEKHJ1" -0.659470138566508 4.1235531477233 0.162383000915613 0.637908195987573
"CELF3" -0.657929660997012 6.05114803530022 0.162519500734237 0.638312260781006
"SPACA1" -0.663828618319196 3.6302917120949 0.162549590247312 0.638312260781006
"CDCP1" -0.676335192042872 3.13066029380176 0.162622676783429 0.638397861658916
"MMP21" -0.678573840892932 4.58011482768811 0.16268759029245 0.638397861658916
"ERG" -0.675955629092997 4.12227632215393 0.162688317702887 0.638397861658916
"C17orf62" -0.667793397786745 6.32908793247346 0.162698870938484 0.638397861658916
"RP11-214K3.25" -0.666533252260151 3.54342028239874 0.162749396506589 0.638406948434996
"LTBP3" -0.666016850687168 5.78002091430939 0.162838545881801 0.638406948434996
"HNRNPF" -0.700169781876797 -0.0105273855629973 0.162845425232296 0.638406948434996
"GRPEL1" -0.653196855721097 5.05928643774513 0.162872220499175 0.638406948434996
"KIFC2" -0.653595316699906 5.52808191560829 0.162879679956379 0.638406948434996
"PSG5" -0.673538965584287 4.53366529102338 0.162892412433292 0.638406948434996
"GBP4" -0.680474506786997 3.32243658354668 0.163057678044315 0.638843407344393
"ZNF470" 0.665992484288155 4.77515542914205 0.163069242943864 0.638843407344393
"AC104389.1" -0.665575335756514 7.24110287256283 0.163099455102552 0.638843407344393
"SMAP1" -0.663975398637108 4.29647586194425 0.163206183546435 0.639081756038021
"PLXNB1" -0.677000571065323 3.78822787801617 0.163224115815013 0.639081756038021
"RSRC2" -0.657237670520123 5.21784212488604 0.16328066484274 0.639178228935884
"STK32A" -0.673224912505694 1.11076611133326 0.163412668257419 0.639434110655201
"STARD5" -0.671887982384958 8.04431351231038 0.163482631154763 0.639434110655201
"SLC39A9" -0.690324970777284 0.41925897099518 0.163494380114015 0.639434110655201
"AGO4" -0.663218313612994 6.73784793863004 0.163578677709234 0.639434110655201
"TMED7" -0.680818149043972 2.32843720497138 0.163592004484263 0.639434110655201
"ZNF335" -0.661769805106567 6.49861633393358 0.163596211196168 0.639434110655201
"DAB1" -0.672480108629454 4.87565643589837 0.163607795347695 0.639434110655201
"RP11-467J12.4" -0.693850886691184 2.91383534165717 0.163620120144311 0.639434110655201
"C11orf88" -0.679765812065007 6.58561948264935 0.163633330898036 0.639434110655201
"TUNAR" -0.665131563343688 8.01433416272435 0.163677529426475 0.639482073715958
"TMSB15B" -0.705499948402098 5.22486746829329 0.163769460484051 0.639716470935263
"TRPV4" 0.653766771879051 5.7131828685391 0.163831311629251 0.63983330147115
"CXorf66" -0.686947791343968 1.41084074846816 0.163891604458943 0.63986074436658
"PICALM" -0.667932276858478 4.61619637858546 0.163902225517694 0.63986074436658
"ATP5I" -0.649569104724602 5.46339893617563 0.163946855119049 0.639910260111005
"TRPM2" -0.664719043347356 6.21963231523048 0.164032149459687 0.640085755159308
"FAM46D" -0.656790548276749 7.329608826448 0.164083184732728 0.640085755159308
"ANKUB1" -0.686671633040788 5.33801279320215 0.16410814685979 0.640085755159308
"FUZ" -0.652159250755406 7.01026745063683 0.164119636488353 0.640085755159308
"TUBB3" -0.664884968667568 6.25177354083099 0.164279843357868 0.640143688612752
"ALPK3" -0.655812633785349 6.35693171597176 0.164280373902382 0.640143688612752
"CLIC4" -0.674668007325386 3.09128805567323 0.164294493995282 0.640143688612752
"RP11-350O14.18" -0.654968405150543 5.15982920141526 0.16434791123064 0.640143688612752
"CARF" -0.660741820212703 4.99219428922178 0.16436129380967 0.640143688612752
"MT3" 0.664735744555524 4.55076595677345 0.164382796078122 0.640143688612752
"SNX8" -0.681672980402021 7.23688029447255 0.164466549893046 0.640143688612752
"C1orf216" -0.652299286303234 5.04708109815146 0.164523371554789 0.640143688612752
"WDR83" -0.651988389655153 5.72434592004392 0.164525135178192 0.640143688612752
"SGPL1" -0.651403441232803 5.37786606659228 0.164562331301314 0.640143688612752
"RBM48" 0.690929458043021 3.59074267598187 0.164565301724477 0.640143688612752
"VCAM1" 0.66700233007857 3.32938105491529 0.164592822688686 0.640143688612752
"KRTAP10-8" -0.691313605580347 6.05816294761841 0.164599162480019 0.640143688612752
"AC009022.1" -0.668563014665603 4.61055983338175 0.164603314209197 0.640143688612752
"F8A2" -0.66035797912592 3.17131833054216 0.164613855526149 0.640143688612752
"LCE1F" -0.680287425672824 3.0615262095537 0.16474292544221 0.640493999826152
"SLC23A2" -0.658352112719601 7.01343538912256 0.164856881574505 0.640493999826152
"MAGEC1" -0.667039274043264 4.93890337867866 0.164858898793155 0.640493999826152
"PLAG1" -0.672511509058558 5.20339198906202 0.164860885992583 0.640493999826152
"C4orf36" -0.659461998211246 6.07831332653071 0.164866487347717 0.640493999826152
"OR8J1" -0.66977732769946 7.26293542825936 0.164895789381632 0.640493999826152
"NOMO3" -0.673602241702672 4.59397075337648 0.164988529112072 0.640628070524543
"CYP4Z1" -0.677061764522618 2.15342623638691 0.164994269673812 0.640628070524543
"TLR8" -0.670325229165114 4.64622428257496 0.16503652621536 0.640667956709279
"SRSF3" -0.711037239059066 3.21260364641468 0.165125252217018 0.640888185847529
"TMC4" -0.656615535484282 4.12549563861877 0.165204257065971 0.640895582149077
"ZNF354C" 0.655657425726856 6.6575404202179 0.165211425038735 0.640895582149077
"PDXK" -0.65584846727131 4.91746641325804 0.165223143438562 0.640895582149077
"KLHL2" -0.668521995243437 6.14093573206869 0.165259562494044 0.640912521473975
"STYK1" -0.663828555772857 7.25635140828598 0.165291502467902 0.640912521473975
"CPLX4" -0.661144862982383 4.8123773007615 0.165370162712 0.641093425446888
"SLC12A1" -0.660249448987224 5.20368200451321 0.16542221706228 0.641171135830986
"AUTS2" -0.677970905557344 3.40229489045766 0.165464986303248 0.641212834327794
"MAGIX" -0.677117404489394 6.62661652176549 0.165517683335148 0.641292981602776
"OXCT2" -0.66894453500032 6.77402032984804 0.16557572216605 0.641313943916785
"RP11-20I23.1" -0.678609256609464 5.4535623724027 0.16558712585181 0.641313943916785
"ACACA" -0.881478547173168 -2.4157304668712 0.165704694587509 0.641612880752292
"TNRC6A" -0.656174033307851 4.44594402331238 0.165728373272046 0.641612880752292
"ANP32A" -0.680462432030545 6.85487627338342 0.165907988954767 0.641934337988111
"IFNA10" -0.657677577231918 3.68549189428005 0.165923223348125 0.641934337988111
"TSPYL2" -0.680270399052466 6.16369847664623 0.165937841259394 0.641934337988111
"CTD-3138B18.4" -0.667323428042424 6.33104444870255 0.165939593734833 0.641934337988111
"KIAA1161" 0.646797668279267 5.20043488578702 0.1660109983842 0.642086562779285
"TMEM27" -0.68119738661821 2.1429512600289 0.166098990064884 0.642253530379968
"OIP5" -0.653147105226184 5.68298605801007 0.166139981056022 0.642253530379968
"KRTAP4-1" 0.651866121680774 5.89603805275836 0.166183557818157 0.642253530379968
"TMPRSS11A" -0.661259624189912 4.90202543333507 0.166195454100985 0.642253530379968
"RGAG1" -0.652543255200527 6.18144592568628 0.166241281065947 0.642253530379968
"LHPP" -0.664753051764122 5.37420774996221 0.166246545605319 0.642253530379968
"CA1" -0.676276082449968 6.40349121969438 0.166347335480082 0.642518989009164
"APBB3" -0.672391513556038 6.78881482515243 0.166601662163235 0.642948903415993
"OR51B5" -0.652496597902234 5.14355917417924 0.166644780143029 0.642948903415993
"NTNG2" -0.667862733602774 4.25330874254054 0.166701700720896 0.642948903415993
"ADAP2" -0.670183374246636 6.29548068397009 0.166714281421809 0.642948903415993
"FAM229A" -0.656523280269279 5.22570529102874 0.166787204614715 0.642948903415993
"LGALS14" -0.664104993598487 3.67250759468776 0.166819598251982 0.642948903415993
"TWIST1" -0.660166494969126 4.76129031227586 0.166828911333622 0.642948903415993
"DNASE1L3" -0.664664939004532 5.92926452622728 0.166956489118173 0.642948903415993
"REEP2" -0.668607045866317 1.56848468661803 0.166963765455993 0.642948903415993
"BMP10" -0.669015603080025 5.96534758868893 0.167006020697277 0.642948903415993
"SLC2A6" -0.652640800613965 4.22908058376483 0.167018119264488 0.642948903415993
"RP2" -0.684045283819361 5.19710189398272 0.167030849929879 0.642948903415993
"KMT2C" -0.657094033916816 6.30354485998724 0.167031222279947 0.642948903415993
"CATSPER1" -0.654876642151686 6.44526073383404 0.167037095528998 0.642948903415993
"MTHFD1L" -0.652029835355877 6.30702331962849 0.167044848192997 0.642948903415993
"THNSL1" -0.649317806998285 6.30837753847434 0.167097410135195 0.642948903415993
"ANKRD13C" -0.668926685630868 5.70419505788052 0.167117666032065 0.642948903415993
"MOS" -0.678367978824936 6.09025678557683 0.167128268034193 0.642948903415993
"RP11-400G3.5" -0.661905571506501 2.58473051342042 0.167131683772641 0.642948903415993
"UBE2B" -0.657416337695375 5.5658788508012 0.167143239354669 0.642948903415993
"RAB26" -0.658455625230272 3.57271225484075 0.167185219534705 0.642948903415993
"MMADHC" -0.656026398900814 5.61137762091083 0.16719460169919 0.642948903415993
"SDR42E2" -0.661000234684552 5.10683523163467 0.167202492899485 0.642948903415993
"CUL7" -0.682117479197565 1.07782359140951 0.167244186460399 0.642948903415993
"PI4K2A" -0.671893420564288 3.70328844859401 0.167274940456252 0.642948903415993
"CLEC2D" -0.654686490143234 5.1771203985664 0.167319401998749 0.642948903415993
"CA11" -0.657798255424463 6.0745717693301 0.167345864432831 0.642948903415993
"RABGGTA" -0.667740699492679 6.73657167819352 0.167357375189006 0.642948903415993
"CFAP45" -0.655708005173691 4.95551449153951 0.167408366516445 0.643021474533251
"KRTAP21-3" -0.670091923528663 6.36995597073311 0.167556936054296 0.643432997267779
"RBAK-RBAKDN" -0.650118879190109 5.83250015637161 0.167608480625133 0.643432997267779
"ZNF613" 0.643558353314671 5.30811508256019 0.167611870587753 0.643432997267779
"PC" -0.675888141047286 3.16778074729233 0.167712359584806 0.643645517199453
"FOXB2" -0.662834736396436 5.0996800016535 0.167754276096196 0.643645517199453
"C19orf35" -0.655889095588252 5.68850831486411 0.167763628640524 0.643645517199453
"GGT5" -0.648046822039111 5.69618227074997 0.167800049883135 0.643661968442949
"IL17B" -0.666826631159462 3.54033293251207 0.167866690027759 0.643794307475787
"TSPAN32" -0.667519378501133 4.78066350193714 0.168071486302154 0.644217125043963
"CYP11B2" -0.662666849906925 3.29630268349475 0.168088417328264 0.644217125043963
"AIFM2" -0.654060325692043 4.44555215304448 0.168113923810399 0.644217125043963
"FBXO18" -0.671797558104725 5.89202729875296 0.168128623021108 0.644217125043963
"PTPN1" -0.656781181115743 5.9381238810781 0.168137742984865 0.644217125043963
"PTPN13" -0.682436134769109 4.1811281678734 0.168224639904439 0.64433163269196
"TRIL" -0.663641506715496 4.10740569085014 0.168231962407216 0.64433163269196
"TMEM165" -0.658970577044307 4.82261153137251 0.168344256444631 0.644638463170027
"C3" -0.674497076576927 2.63982199559715 0.168393568982159 0.644704048218965
"DYNLL1" -0.657896415616436 4.02322685561394 0.168470013877458 0.644716936745253
"MTF2" -0.6469936508589 6.58462700975164 0.16850210931026 0.644716936745253
"SCN2B" -0.653435728798978 3.47210503468954 0.16858368210093 0.644716936745253
"THOC1" -0.662781860551977 2.29241331035918 0.168590865616995 0.644716936745253
"DYTN" -0.661173688270105 2.15112169415697 0.168628603209893 0.644716936745253
"CNTROB" 0.647213821895312 5.0037464027236 0.168658659291776 0.644716936745253
"ACOT6" 0.665114326221474 7.67254670727557 0.16866097764189 0.644716936745253
"CRH" -0.66022839576728 3.2456983772618 0.16867558355409 0.644716936745253
"EGFL7" -0.659328337795159 7.10427139780431 0.168757353394865 0.644716936745253
"ZNF616" -0.664173645211614 3.95799629882087 0.168774568786605 0.644716936745253
"RAP2A" -0.667254156719013 5.87782779775664 0.16878004675761 0.644716936745253
"ZNF100" -0.657860806594053 7.77232266392617 0.168783166905901 0.644716936745253
"BTNL8" -0.661420864171068 4.71809805717084 0.169004834634062 0.64515421156459
"TMEM69" -0.645486314476794 6.48364057677363 0.169027697898182 0.64515421156459
"RPS13" -0.661504877112491 2.60894986153406 0.169033638250323 0.64515421156459
"PLCB4" -0.652765788200077 5.45169621972438 0.169043296271085 0.64515421156459
"HLA-DPB1" 0.673592559599494 1.83017586943715 0.169058681868231 0.64515421156459
"SNX6" -0.678996089733475 5.15914310889246 0.16917453177007 0.645473342073576
"SRA1" -0.664676969603241 4.0066729337322 0.169209966600367 0.64548559150104
"OPRK1" -0.66402030738597 2.42796511018841 0.169292846168976 0.645678789339445
"TNFAIP6" 0.673653348094836 0.868921487492637 0.169374546266835 0.645720860897611
"NVL" 0.644043203666002 5.76858583402186 0.169392342708357 0.645720860897611
"APOA1" -0.65405532471984 8.44632866210867 0.169439981642089 0.645720860897611
"CYP27B1" -0.647570384226359 4.97925357367784 0.169474703203537 0.645720860897611
"PTPRB" -0.673459407186059 6.36649032607031 0.169502165829281 0.645720860897611
"RBBP8" -0.647806309565429 7.9729612552799 0.169522966888852 0.645720860897611
"OLIG3" -0.646241890033913 6.54206292012768 0.169561144698671 0.645720860897611
"NPLOC4" -0.640747731191927 5.19429545107864 0.169561765679269 0.645720860897611
"LGALS1" -0.6445960882844 5.56763996852557 0.16959599970406 0.645728467985557
"AC104534.3" -0.65144700627303 4.3032569202083 0.169636563842751 0.645760169200712
"NOS1" -0.662534896266027 5.44559902010698 0.169683736824796 0.645817011654474
"SLC1A3" -0.645721777716435 5.52567275188962 0.16985120104486 0.646331574492703
"P2RY4" -0.660766792468459 5.68981392401527 0.170011615693115 0.646670577421731
"RRS1" -0.663547908143588 2.0628199685657 0.170079674463422 0.646670577421731
"CAMKK1" -0.645952058117799 5.26228925162986 0.170127332753049 0.646670577421731
"PRPF38A" -0.647093399518646 5.42403950633415 0.170159626195738 0.646670577421731
"BRI3BP" -0.653098080940145 6.01164353241713 0.17018721241634 0.646670577421731
"CHD3" 0.662869986799813 1.95940609819508 0.170191653439284 0.646670577421731
"MRPL42" -0.667875897301666 4.67355590740123 0.170195846732568 0.646670577421731
"HEATR1" -0.647759316735552 5.38631706086859 0.170231028642326 0.646670577421731
"SLC12A7" -0.653014397395676 4.43986224023856 0.170255783016053 0.646670577421731
"CHML" -0.647925610393714 4.56697547027758 0.170263123424802 0.646670577421731
"KRT74" -0.673003533421905 4.46088161849836 0.170335925136936 0.646754586487452
"PDE6A" 0.659005840354106 5.94971830377116 0.170372148393441 0.646754586487452
"TAAR5" -0.645100488748229 5.09311823355946 0.17038394423089 0.646754586487452
"TMEM87A" -0.665274211522253 4.67658864303722 0.170491691600566 0.646754586487452
"STAC3" -0.662749204378292 5.94841748461421 0.170560939726856 0.646754586487452
"OR1E1" -0.651944195070489 6.2003635871485 0.17059430877235 0.646754586487452
"ZNF587" 0.665295235155229 6.02689486106725 0.170595099986238 0.646754586487452
"HMGN2" -0.649651768271505 3.77882762158197 0.170607590084421 0.646754586487452
"RNF148" -0.642181658568719 5.62698204179472 0.170612748252581 0.646754586487452
"CLMP" -0.650249754792249 3.9552939054867 0.170727229304259 0.646754586487452
"CNPY1" -0.651326870076764 6.53339251433187 0.170764457680121 0.646754586487452
"TBC1D1" -0.642774356988102 6.26061807157307 0.170770624811961 0.646754586487452
"ATP1A3" -0.656839002773049 4.70013522527461 0.170832360336581 0.646754586487452
"LST1" -0.679041543621706 4.83534911909963 0.170845080717408 0.646754586487452
